jornada,equipo,partidos_jugados,goles_marcados_pp,goles_encajados_pp,victorias_pp,empates_pp,Amarillo_pp,Amarillo-Rojo_pp,Córners_pp,Duelos_pp,Faltas cometidas_pp,Fuera de juego_pp,Pases exitosos_pp,Pases ges._pp,Posesión de balón en %_pp,Rojo_pp,Tiros a puerta_pp,goles_marcados_racha,goles_encajados_racha,victoria_racha,empate_racha,derrota_racha,Amarillo_racha,Amarillo-Rojo_racha,Córners_racha,Duelos_racha,Faltas cometidas_racha,Fuera de juego_racha,Pases exitosos_racha,Pases ges._racha,Posesión de balón en %_racha,Rojo_racha,Tiros a puerta_racha
14,Real Betis,14,1.1428571428571428,1.1428571428571428,0.35714285714285715,0.35714285714285715,2.1818181818181817,0.0,3.909090909090909,50.03272727272727,11.909090909090908,1.6363636363636365,82.71636363636364,426.45454545454544,49.98454545454546,0.09090909090909091,15.090909090909092,1.2,1.0,0.4,0.4,0.2,2.2,0.0,2.0,49.408,10.2,1.8,80.526,406.2,49.757999999999996,0.2,14.4
15,Real Betis,15,1.0666666666666667,1.2,0.3333333333333333,0.3333333333333333,2.1666666666666665,0.0,3.9166666666666665,49.3725,12.25,2.0,82.71333333333334,425.0833333333333,50.08833333333333,0.08333333333333333,14.416666666666666,1.6,1.6,0.4,0.4,0.2,2.0,0.0,2.6,49.362,10.4,2.8,81.36,418.4,50.1,0.2,13.6
16,Real Betis,16,1.125,1.25,0.3125,0.375,2.230769230769231,0.0,3.923076923076923,49.33384615384615,12.076923076923077,1.9230769230769231,82.63153846153847,429.6923076923077,50.67230769230769,0.07692307692307693,13.846153846153847,1.2,1.8,0.2,0.4,0.4,2.4,0.0,3.0,48.766,10.8,2.2,82.29400000000001,457.2,52.169999999999995,0.0,12.8
17,Real Betis,17,1.1764705882352942,1.2352941176470589,0.35294117647058826,0.35294117647058826,2.142857142857143,0.0,4.071428571428571,49.51642857142857,12.285714285714286,1.7857142857142858,81.93071428571429,419.5,50.026428571428575,0.07142857142857142,13.714285714285714,1.4,2.2,0.0,0.6,0.4,1.8,0.0,3.6,47.366,12.2,1.6,81.26,441.0,51.152,0.0,10.4
18,Real Betis,18,1.1666666666666667,1.2222222222222223,0.3333333333333333,0.3888888888888889,2.3333333333333335,0.0,4.133333333333334,49.04333333333333,12.133333333333333,1.6666666666666667,82.01666666666667,411.8,49.51866666666667,0.13333333333333333,13.466666666666667,1.6,2.2,0.2,0.4,0.4,2.8,0.0,4.2,47.396,12.6,1.6,81.202,407.2,49.532,0.2,11.0
19,Real Betis,19,1.105263157894737,1.2105263157894737,0.3157894736842105,0.3684210526315789,2.1875,0.0,4.1875,49.0725,11.9375,1.6875,82.124375,411.8125,49.811875,0.125,13.5,1.4,2.0,0.2,0.4,0.4,2.2,0.0,4.8,46.96,12.0,1.8,80.822,379.6,49.432,0.2,10.0
20,Real Betis,20,1.1,1.3,0.3,0.35,2.2941176470588234,0.0,4.411764705882353,49.42411764705883,11.823529411764707,1.588235294117647,82.4170588235294,413.11764705882354,50.14411764705883,0.11764705882352941,13.529411764705882,1.0,1.4,0.2,0.4,0.4,2.6,0.0,5.6,49.547999999999995,10.8,0.6,81.70599999999999,384.4,50.278,0.2,11.4
21,Real Betis,21,1.0952380952380953,1.2380952380952381,0.3333333333333333,0.3333333333333333,2.388888888888889,0.0,4.277777777777778,49.498333333333335,11.833333333333334,1.588235294117647,82.10722222222222,412.0,50.17444444444445,0.16666666666666666,13.166666666666666,1.2,1.6,0.2,0.4,0.4,2.8,0.0,5.2,49.926,11.2,0.5,80.744,366.0,48.879999999999995,0.4,11.4
22,Real Betis,22,1.1363636363636365,1.2727272727272727,0.3181818181818182,0.36363636363636365,2.3684210526315788,0.0,4.2631578947368425,49.36736842105263,12.157894736842104,1.5555555555555556,82.1457894736842,409.94736842105266,50.24526315789473,0.15789473684210525,12.894736842105264,1.0,1.2,0.4,0.2,0.4,3.0,0.0,4.8,48.95,11.8,0.75,82.748,383.2,50.858,0.4,10.6
23,Real Betis,23,1.173913043478261,1.3478260869565217,0.30434782608695654,0.34782608695652173,2.4,0.0,4.2,49.653,12.05,1.631578947368421,81.9285,409.95,50.363,0.15,12.75,1.0,1.4,0.2,0.4,0.4,2.6,0.0,4.4,51.48199999999999,11.8,1.5,81.664,404.4,52.896,0.2,10.6
24,Real Betis,24,1.25,1.2916666666666667,0.3333333333333333,0.3333333333333333,2.5238095238095237,0.0,4.333333333333333,49.75,12.0,1.7,81.9952380952381,410.14285714285717,50.16952380952381,0.14285714285714285,12.714285714285714,1.2,1.8,0.2,0.2,0.6,3.6,0.0,4.8,51.918000000000006,12.2,1.75,81.58200000000001,404.8,51.314,0.2,10.2
25,Real Betis,25,1.28,1.28,0.36,0.32,2.409090909090909,0.0,4.363636363636363,50.13227272727273,11.863636363636363,1.619047619047619,82.3259090909091,417.77272727272725,50.86454545454546,0.13636363636363635,13.227272727272727,1.8,1.6,0.4,0.2,0.4,2.8,0.0,4.2,52.54,12.0,1.75,82.01599999999999,433.6,53.314,0.2,12.2
26,Real Betis,26,1.3076923076923077,1.2692307692307692,0.38461538461538464,0.3076923076923077,2.3043478260869565,0.0,4.391304347826087,50.052608695652175,12.217391304347826,1.6818181818181819,81.83782608695653,414.95652173913044,50.89652173913043,0.17391304347826086,13.217391304347826,2.0,1.2,0.6,0.2,0.2,2.0,0.0,4.8,52.048,13.6,2.0,80.86800000000001,425.6,53.496,0.2,13.4
27,Real Betis,27,1.2962962962962963,1.2222222222222223,0.4074074074074074,0.2962962962962963,2.3333333333333335,0.0,4.583333333333333,49.93666666666667,12.416666666666666,1.6818181818181819,82.10166666666667,413.1666666666667,50.63916666666666,0.16666666666666666,13.416666666666666,2.2,1.4,0.6,0.2,0.2,2.2,0.0,5.8,52.1,13.4,2.25,81.934,425.4,52.136,0.2,15.4
28,Real Betis,28,1.3571428571428572,1.25,0.42857142857142855,0.2857142857142857,2.32,0.0,4.84,49.918800000000005,12.4,1.6956521739130435,82.34440000000001,418.96,51.0924,0.16,13.44,2.0,1.0,0.8,0.0,0.2,2.0,0.0,7.4,50.982,13.8,2.0,84.008,455.0,54.00999999999999,0.2,16.2
29,Real Betis,29,1.3793103448275863,1.2413793103448276,0.4482758620689655,0.27586206896551724,2.269230769230769,0.0,4.923076923076923,50.20269230769231,12.115384615384615,1.6666666666666667,82.41576923076923,422.8076923076923,51.44923076923077,0.15384615384615385,13.73076923076923,2.2,0.8,1.0,0.0,0.0,1.2,0.0,7.4,52.104,12.6,1.5,84.18199999999999,476.0,56.824,0.2,18.0
30,Real Betis,30,1.3666666666666667,1.2333333333333334,0.43333333333333335,0.3,2.2962962962962963,0.0,4.814814814814815,50.10703703703704,12.037037037037036,1.64,82.60518518518519,424.6666666666667,51.59,0.14814814814814814,13.62962962962963,2.0,1.0,1.0,0.0,0.0,1.8,0.0,6.8,49.995999999999995,12.8,1.75,83.834,455.0,54.782000000000004,0.2,15.4
31,Real Betis,31,1.3548387096774193,1.2580645161290323,0.41935483870967744,0.2903225806451613,2.25,0.0,4.75,50.066071428571426,12.035714285714286,1.6923076923076923,82.245,417.42857142857144,50.89892857142858,0.14285714285714285,13.357142857142858,1.8,1.0,0.8,0.2,0.0,2.0,0.0,6.4,50.128,11.2,1.75,84.118,428.8,50.91,0.0,14.0
32,Real Betis,32,1.40625,1.25,0.4375,0.28125,2.1724137931034484,0.0,4.758620689655173,50.30482758620689,11.758620689655173,1.6666666666666667,82.46896551724137,423.55172413793105,51.295172413793104,0.13793103448275862,13.724137931034482,1.6,1.2,0.6,0.2,0.2,1.4,0.0,5.6,52.072,8.6,1.6,84.232,473.4,54.443999999999996,0.0,15.2
33,Real Betis,33,1.5151515151515151,1.2424242424242424,0.45454545454545453,0.2727272727272727,2.1666666666666665,0.0,4.9,50.274,11.733333333333333,1.6071428571428572,82.52533333333334,419.53333333333336,51.038333333333334,0.13333333333333333,13.833333333333334,2.0,1.4,0.6,0.2,0.2,1.4,0.0,5.2,52.05,8.4,1.2,83.42999999999999,422.4,50.768,0.0,15.8
34,Real Betis,34,1.5294117647058822,1.2352941176470589,0.47058823529411764,0.2647058823529412,2.129032258064516,0.0,4.870967741935484,50.22774193548387,11.580645161290322,1.5862068965517242,82.69806451612902,426.2258064516129,51.4441935483871,0.12903225806451613,13.903225806451612,2.4,1.2,0.6,0.2,0.2,1.4,0.0,4.6,50.358,8.8,1.2,84.16599999999998,444.0,51.418000000000006,0.0,14.8
35,Real Betis,35,1.5142857142857142,1.2285714285714286,0.45714285714285713,0.2857142857142857,2.0625,0.0,4.9375,50.39,11.53125,1.5666666666666667,82.899375,429.3125,51.6775,0.125,14.09375,2.4,1.2,0.6,0.2,0.2,0.8,0.0,5.6,51.918000000000006,8.8,1.2,84.488,454.4,52.15,0.0,16.6
36,Real Betis,36,1.5277777777777777,1.25,0.4444444444444444,0.3055555555555556,2.090909090909091,0.0,4.96969696969697,50.50727272727273,11.424242424242424,1.5806451612903225,83.08878787878787,430.27272727272725,51.79878787878788,0.12121212121212122,13.969696969696969,2.4,1.2,0.6,0.2,0.2,1.2,0.0,6.2,52.977999999999994,8.0,1.0,87.814,502.2,56.838,0.0,17.4
37,Real Betis,37,1.5135135135135136,1.3243243243243243,0.43243243243243246,0.2972972972972973,2.1176470588235294,0.0,5.029411764705882,50.332647058823525,11.617647058823529,1.53125,82.98470588235294,427.97058823529414,51.67941176470588,0.11764705882352941,13.852941176470589,2.6,1.2,0.6,0.4,0.0,1.8,0.0,6.6,50.494,10.8,0.8,85.976,453.6,53.907999999999994,0.0,14.6
38,Real Betis,38,1.5,1.3157894736842106,0.42105263157894735,0.3157894736842105,2.085714285714286,0.0,5.0,50.34171428571429,11.542857142857143,1.5151515151515151,83.14428571428572,431.74285714285713,51.75028571428572,0.11428571428571428,13.8,2.2,1.8,0.4,0.4,0.2,1.6,0.0,5.6,50.748000000000005,10.4,1.0,86.858,505.0,56.022000000000006,0.0,13.6
1,Real Madrid,1,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Real Madrid,2,2.0,0.5,0.5,0.5,0.0,0.0,7.0,52.87,6.0,,89.74,643.0,62.04,1.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,52.87,6.0,,89.74,643.0,62.04,1.0,13.0
3,Real Madrid,3,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.0,6.0,54.53,8.0,4.0,90.55,634.0,61.515,0.5,15.0,2.0,0.5,0.5,0.5,0.0,0.5,0.0,6.0,54.53,8.0,4.0,90.55,634.0,61.515,0.5,15.0
4,Real Madrid,4,1.75,0.5,0.5,0.5,1.0,0.0,6.0,54.17666666666667,9.666666666666666,2.0,89.31,597.3333333333334,59.13333333333333,0.3333333333333333,18.333333333333332,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,6.0,54.17666666666667,9.666666666666666,2.0,89.31,597.3333333333334,59.13333333333333,0.3333333333333333,18.333333333333332
5,Real Madrid,5,1.8,0.4,0.6,0.4,1.25,0.0,6.25,55.027499999999996,9.5,1.6666666666666667,89.215,594.75,58.8525,0.25,19.0,1.75,0.5,0.5,0.5,0.0,1.25,0.0,6.25,55.027499999999996,9.5,1.6666666666666667,89.215,594.75,58.8525,0.25,19.0
6,Real Madrid,6,2.1666666666666665,0.5,0.6666666666666666,0.3333333333333333,1.2,0.0,6.2,54.812,9.4,1.5,89.112,569.6,57.646,0.2,18.4,1.8,0.4,0.6,0.4,0.0,1.2,0.0,6.2,54.812,9.4,1.5,89.112,569.6,57.646,0.2,18.4
7,Real Madrid,7,2.2857142857142856,0.7142857142857143,0.7142857142857143,0.2857142857142857,1.6666666666666667,0.0,6.666666666666667,54.126666666666665,9.0,1.6,89.32833333333333,589.3333333333334,59.339999999999996,0.16666666666666666,20.5,2.4,0.4,0.8,0.2,0.0,2.0,0.0,6.6,54.378,9.6,1.6,89.24600000000001,578.6,58.8,0.0,22.0
8,Real Madrid,8,2.125,0.75,0.625,0.375,2.0,0.0,6.285714285714286,53.61857142857143,8.714285714285714,1.6666666666666667,89.71142857142857,607.0,60.24571428571429,0.14285714285714285,19.0,2.4,0.8,0.8,0.2,0.0,2.6,0.0,6.4,53.254,9.0,1.2,89.376,596.2,59.738,0.0,20.6
9,Real Madrid,9,2.111111111111111,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.875,0.0,6.125,53.3225,9.0,1.4285714285714286,89.695,597.125,58.94375,0.125,18.125,2.4,0.8,0.8,0.2,0.0,2.4,0.0,6.2,52.81,8.6,1.2,89.926,597.0,58.83,0.0,18.0
10,Real Madrid,10,2.1,0.7,0.7,0.3,1.6666666666666667,0.0,5.666666666666667,54.004444444444445,8.777777777777779,1.375,89.91444444444444,600.1111111111111,58.43111111111111,0.1111111111111111,17.333333333333332,2.4,0.8,0.8,0.2,0.0,2.0,0.0,5.2,53.186,8.2,1.2,90.474,604.4,58.09400000000001,0.0,16.0
11,Real Madrid,11,1.9090909090909092,1.0,0.6363636363636364,0.2727272727272727,1.7,0.0,5.3,54.147000000000006,9.2,1.3333333333333333,89.854,598.1,57.885000000000005,0.1,16.6,2.4,1.0,0.8,0.2,0.0,2.2,0.0,4.4,53.48199999999999,9.0,1.2,90.596,626.6,58.124,0.0,14.8
12,Real Madrid,12,1.9166666666666667,1.0,0.6666666666666666,0.25,1.7272727272727273,0.0,5.7272727272727275,54.08727272727273,9.727272727272727,2.4,88.74545454545455,569.3636363636364,56.655454545454546,0.09090909090909091,15.909090909090908,1.6,1.6,0.6,0.2,0.2,1.8,0.0,4.6,54.04,10.6,3.2,88.046,545.4,53.434000000000005,0.0,10.4
13,Real Madrid,13,2.076923076923077,0.9230769230769231,0.6923076923076923,0.23076923076923078,1.8333333333333333,0.0,5.666666666666667,54.56,9.666666666666666,2.5454545454545454,88.73916666666666,571.9166666666666,56.925000000000004,0.16666666666666666,16.0,1.4,1.4,0.6,0.2,0.2,1.6,0.0,4.8,55.878,11.0,3.6,87.378,522.8,52.275999999999996,0.2,11.8
14,Real Madrid,14,2.142857142857143,0.8571428571428571,0.7142857142857143,0.21428571428571427,1.6923076923076923,0.0,6.076923076923077,54.81230769230769,9.615384615384615,2.5,88.83384615384615,573.9230769230769,57.54076923076923,0.15384615384615385,16.153846153846153,2.0,1.2,0.8,0.0,0.2,1.4,0.0,6.0,57.196000000000005,10.6,4.0,87.45599999999999,536.8,55.29600000000001,0.2,13.0
15,Real Madrid,15,2.1333333333333333,0.8,0.7333333333333333,0.2,1.5714285714285714,0.0,5.928571428571429,55.38214285714286,9.714285714285714,2.3846153846153846,88.83928571428571,576.0714285714286,57.95142857142857,0.14285714285714285,16.142857142857142,2.2,1.2,0.8,0.0,0.2,1.4,0.0,6.4,57.862,11.4,4.0,86.904,532.8,57.088,0.2,14.0
16,Real Madrid,16,2.1875,0.75,0.75,0.1875,1.6,0.0,5.866666666666666,55.62,9.533333333333333,2.5,88.89933333333333,576.6666666666666,58.467333333333336,0.13333333333333333,15.933333333333334,2.2,1.0,0.8,0.0,0.2,1.4,0.0,7.0,58.565999999999995,10.2,4.6,86.99,533.8,59.63199999999999,0.2,14.6
17,Real Madrid,17,2.235294117647059,0.8823529411764706,0.7058823529411765,0.23529411764705882,1.6875,0.0,5.6875,55.34125,9.375,2.4,89.125,581.5,58.406875,0.125,15.5625,2.8,0.2,1.0,0.0,0.0,1.6,0.0,5.6,58.1,8.6,2.4,89.96000000000001,608.2,62.25999999999999,0.2,14.8
18,Real Madrid,18,2.3333333333333335,0.9444444444444444,0.7222222222222222,0.2222222222222222,1.7058823529411764,0.0,5.529411764705882,55.121764705882356,9.294117647058824,2.3125,89.05411764705883,582.3529411764706,58.646470588235296,0.11764705882352941,15.411764705882353,3.0,0.6,0.8,0.2,0.0,1.4,0.0,5.2,56.470000000000006,8.4,1.8,89.81,607.4,62.778,0.0,14.0
19,Real Madrid,19,2.263157894736842,1.0,0.6842105263157895,0.21052631578947367,1.7222222222222223,0.0,5.555555555555555,55.04611111111112,9.055555555555555,2.3529411764705883,89.11388888888888,583.7777777777778,58.57055555555556,0.1111111111111111,15.444444444444445,3.0,1.0,0.8,0.2,0.0,1.8,0.0,4.2,55.653999999999996,7.6,2.0,89.84200000000001,609.4,61.248000000000005,0.0,13.6
20,Real Madrid,20,2.35,1.0,0.7,0.2,1.7894736842105263,0.0,5.368421052631579,55.718421052631584,9.052631578947368,2.388888888888889,88.96684210526315,583.8421052631579,58.70947368421053,0.10526315789473684,15.157894736842104,2.6,1.4,0.6,0.2,0.2,2.4,0.0,3.8,56.660000000000004,7.2,2.4,89.324,605.6,60.831999999999994,0.0,12.4
21,Real Madrid,21,2.380952380952381,0.9523809523809523,0.7142857142857143,0.19047619047619047,1.7,0.0,5.5,56.1375,9.15,2.5789473684210527,89.134,581.95,58.7405,0.1,15.7,3.0,1.6,0.6,0.2,0.2,2.0,0.0,4.4,57.69,8.0,2.8,89.838,597.8,59.56,0.0,15.0
22,Real Madrid,22,2.272727272727273,0.9545454545454546,0.6818181818181818,0.18181818181818182,1.7619047619047619,0.0,5.571428571428571,56.12333333333333,9.285714285714286,2.6,89.29238095238095,586.4285714285714,58.99761904761905,0.09523809523809523,15.904761904761905,3.0,1.6,0.6,0.2,0.2,2.0,0.0,5.2,58.626,9.0,3.2,89.828,602.2,60.888,0.0,17.0
23,Real Madrid,23,2.217391304347826,0.9565217391304348,0.6521739130434783,0.21739130434782608,1.6818181818181819,0.0,5.681818181818182,55.87590909090909,9.0,2.5238095238095237,89.3859090909091,595.0,59.51272727272727,0.09090909090909091,16.136363636363637,2.4,1.2,0.6,0.0,0.4,1.6,0.0,6.2,58.44,8.0,3.2,90.51399999999998,638.0,62.458000000000006,0.0,18.6
24,Real Madrid,24,2.1666666666666665,0.9583333333333334,0.625,0.25,1.6521739130434783,0.0,5.695652173913044,55.84521739130435,9.217391304347826,2.5,89.52869565217391,597.0,59.42478260869565,0.08695652173913043,16.434782608695652,1.8,1.0,0.4,0.2,0.4,1.4,0.0,6.2,58.722,9.8,3.0,91.02199999999999,644.6,62.5,0.0,20.0
25,Real Madrid,25,2.16,0.92,0.64,0.24,1.6666666666666667,0.0,5.541666666666667,55.60166666666667,9.125,2.4782608695652173,89.46499999999999,590.875,59.24625,0.125,16.458333333333332,1.8,0.8,0.4,0.4,0.2,1.2,0.0,6.2,55.158,9.4,2.8,91.35799999999999,617.6,61.286,0.2,21.4
26,Real Madrid,26,2.1153846153846154,0.9615384615384616,0.6153846153846154,0.23076923076923078,1.6,0.0,5.76,55.632,8.8,2.375,89.63,593.44,59.3204,0.12,16.68,1.4,0.6,0.4,0.4,0.2,1.2,0.0,6.8,53.61,7.4,1.6,91.614,639.4,61.64000000000001,0.2,20.6
27,Real Madrid,27,2.111111111111111,0.9629629629629629,0.6296296296296297,0.2222222222222222,1.6923076923076923,0.0,5.615384615384615,55.520384615384614,8.923076923076923,2.375,89.47846153846154,590.7692307692307,59.165,0.11538461538461539,16.384615384615383,1.0,1.0,0.2,0.4,0.4,1.4,0.0,5.8,52.988,7.4,1.25,90.26,609.0,59.86800000000001,0.2,18.4
28,Real Madrid,28,2.107142857142857,0.9642857142857143,0.6428571428571429,0.21428571428571427,1.7407407407407407,0.0,5.555555555555555,55.678518518518516,9.037037037037036,2.4,89.40407407407407,584.8518518518518,58.724074074074075,0.1111111111111111,16.14814814814815,1.4,1.0,0.4,0.4,0.2,2.0,0.0,5.0,54.81,9.2,1.75,89.48400000000001,540.2,55.254000000000005,0.2,16.2
29,Real Madrid,29,2.1379310344827585,1.0,0.6551724137931034,0.20689655172413793,1.7142857142857142,0.0,5.5,55.65642857142857,8.821428571428571,2.423076923076923,89.375,584.0,58.5775,0.10714285714285714,15.892857142857142,1.6,1.0,0.6,0.2,0.2,2.0,0.0,4.6,54.788,7.0,2.0,88.668,524.2,54.67999999999999,0.2,13.4
30,Real Madrid,30,2.1,1.0333333333333334,0.6333333333333333,0.2,1.6896551724137931,0.0,5.586206896551724,55.88793103448276,8.827586206896552,2.4074074074074074,89.44172413793103,584.1034482758621,58.82310344827586,0.10344827586206896,16.17241379310345,2.0,1.2,0.8,0.0,0.2,1.8,0.0,5.8,57.262,7.4,2.0,89.33000000000001,551.6,56.791999999999994,0.0,14.8
31,Real Madrid,31,2.064516129032258,1.0,0.6451612903225806,0.1935483870967742,1.6666666666666667,0.0,5.7,55.907666666666664,8.866666666666667,2.5357142857142856,89.47633333333333,584.6,58.90133333333333,0.1,16.333333333333332,1.8,1.6,0.6,0.0,0.4,2.0,0.0,5.4,57.286,9.2,3.5,88.708,540.4,56.806,0.0,14.6
32,Real Madrid,32,2.03125,0.96875,0.65625,0.1875,1.7419354838709677,0.0,5.645161290322581,55.92612903225807,8.96774193548387,2.4482758620689653,89.34258064516129,577.6129032258065,58.49774193548387,0.12903225806451613,16.161290322580644,1.8,1.2,0.8,0.0,0.2,2.0,0.0,5.8,58.03599999999999,9.2,2.8,88.636,509.2,55.028,0.2,15.0
33,Real Madrid,33,2.0,0.9393939393939394,0.6666666666666666,0.18181818181818182,1.71875,0.0,5.90625,55.90375,8.90625,2.4,89.3896875,579.375,58.7684375,0.125,16.34375,1.6,1.0,0.8,0.0,0.2,1.6,0.0,7.8,57.11999999999999,8.2,2.4,89.312,549.8,59.008,0.2,17.4
34,Real Madrid,34,2.0294117647058822,0.9705882352941176,0.6764705882352942,0.17647058823529413,1.696969696969697,0.0,5.848484848484849,56.03393939393939,8.848484848484848,2.4193548387096775,89.28424242424242,577.5151515151515,58.84575757575758,0.12121212121212122,16.272727272727273,1.4,0.8,0.8,0.0,0.2,1.6,0.0,7.8,58.148,9.0,2.4,88.776,541.2,60.348,0.2,18.4
35,Real Madrid,35,2.057142857142857,1.0571428571428572,0.6571428571428571,0.17142857142857143,1.7058823529411764,0.0,5.794117647058823,56.13235294117647,8.735294117647058,2.34375,89.37794117647059,577.7058823529412,58.709999999999994,0.11764705882352941,16.294117647058822,1.4,0.8,0.8,0.0,0.2,1.8,0.0,7.0,57.55,8.2,2.0,89.008,540.6,58.053999999999995,0.2,17.0
36,Real Madrid,36,2.0555555555555554,1.0555555555555556,0.6666666666666666,0.16666666666666666,1.7428571428571429,0.0,5.685714285714286,56.09857142857143,8.914285714285715,2.4242424242424243,89.12971428571429,568.6,58.25257142857143,0.11428571428571428,16.085714285714285,1.8,1.2,0.8,0.0,0.2,2.2,0.0,5.6,57.24400000000001,9.2,1.8,87.04999999999998,472.6,54.36,0.2,14.6
37,Real Madrid,37,2.054054054054054,1.027027027027027,0.6756756756756757,0.16216216216216217,1.6944444444444444,0.0,6.25,56.11972222222222,8.833333333333334,2.3823529411764706,89.20444444444445,570.4722222222222,58.449999999999996,0.1111111111111111,16.72222222222222,2.0,1.4,0.8,0.0,0.2,1.4,0.0,10.0,57.32000000000001,8.0,2.0,88.34799999999998,526.2,58.153999999999996,0.0,20.2
38,Real Madrid,38,2.0526315789473686,1.0,0.6842105263157895,0.15789473684210525,1.6756756756756757,0.0,6.27027027027027,56.0272972972973,8.837837837837839,2.342857142857143,89.25324324324325,570.081081081081,58.465135135135135,0.10810810810810811,16.7027027027027,2.2,1.4,0.8,0.0,0.2,1.4,0.0,8.6,56.818000000000005,8.4,2.0,88.38,510.6,56.524,0.0,19.0
1,Real Sociedad,1,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Real Sociedad,2,1.0,1.0,0.5,0.0,2.0,0.0,10.0,50.0,14.0,0.0,79.71,419.0,61.05,0.0,11.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,10.0,50.0,14.0,0.0,79.71,419.0,61.05,0.0,11.0
3,Real Sociedad,3,1.0,1.3333333333333333,0.3333333333333333,0.0,2.0,0.0,7.0,45.885000000000005,16.0,1.0,84.22,458.0,61.47,0.0,9.5,1.0,1.0,0.5,0.0,0.5,2.0,0.0,7.0,45.885000000000005,16.0,1.0,84.22,458.0,61.47,0.0,9.5
4,Real Sociedad,4,0.75,1.0,0.25,0.25,2.6666666666666665,0.0,7.333333333333333,48.71333333333333,16.0,1.6666666666666667,82.19,412.0,58.06,0.3333333333333333,9.666666666666666,1.0,1.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,2.6666666666666665,0.0,7.333333333333333,48.71333333333333,16.0,1.6666666666666667,82.19,412.0,58.06,0.3333333333333333,9.666666666666666
5,Real Sociedad,5,0.6,1.2,0.2,0.2,2.25,0.0,5.75,47.03,16.0,1.5,78.7575,378.75,55.644999999999996,0.25,7.5,0.75,1.0,0.25,0.25,0.5,2.25,0.0,5.75,47.03,16.0,1.5,78.7575,378.75,55.644999999999996,0.25,7.5
6,Real Sociedad,6,0.5,1.0,0.16666666666666666,0.3333333333333333,2.6,0.0,5.8,46.833999999999996,15.2,1.6,80.364,390.8,53.952,0.2,8.2,0.6,1.2,0.2,0.2,0.6,2.6,0.0,5.8,46.833999999999996,15.2,1.6,80.364,390.8,53.952,0.2,8.2
7,Real Sociedad,7,0.42857142857142855,1.0,0.14285714285714285,0.2857142857142857,2.8333333333333335,0.0,6.0,47.08833333333333,14.666666666666666,1.8333333333333333,81.085,409.5,54.97333333333333,0.16666666666666666,9.166666666666666,0.4,0.8,0.2,0.4,0.4,3.0,0.0,5.2,46.506,14.8,2.2,81.36,407.6,53.757999999999996,0.2,8.8
