jornada,equipo,partidos_jugados,goles_marcados_pp,goles_encajados_pp,victorias_pp,empates_pp,Amarillo_pp,Amarillo-Rojo_pp,Córners_pp,Duelos_pp,Faltas cometidas_pp,Fuera de juego_pp,Pases exitosos_pp,Pases ges._pp,Posesión de balón en %_pp,Rojo_pp,Tiros a puerta_pp,goles_marcados_racha,goles_encajados_racha,victoria_racha,empate_racha,derrota_racha,Amarillo_racha,Amarillo-Rojo_racha,Córners_racha,Duelos_racha,Faltas cometidas_racha,Fuera de juego_racha,Pases exitosos_racha,Pases ges._racha,Posesión de balón en %_racha,Rojo_racha,Tiros a puerta_racha
17,RCD Mallorca,17,1.0,0.9411764705882353,0.47058823529411764,0.17647058823529413,2.272727272727273,0.09090909090909091,5.090909090909091,50.38545454545454,12.818181818181818,1.5555555555555556,80.25181818181818,355.0,46.99,0.18181818181818182,10.636363636363637,1.0,1.4,0.4,0.0,0.6,2.0,0.0,5.0,55.0,14.0,1.5,82.965,391.5,47.01,0.5,10.5
18,RCD Mallorca,18,1.0,0.8888888888888888,0.5,0.16666666666666666,2.5,0.08333333333333333,4.833333333333333,50.88166666666667,12.583333333333334,1.5,80.4025,347.25,46.11083333333334,0.25,10.416666666666666,1.4,1.4,0.6,0.0,0.4,3.0,0.0,4.0,55.446666666666665,12.666666666666666,1.3333333333333333,82.66333333333334,348.3333333333333,43.48666666666666,0.6666666666666666,9.666666666666666
19,RCD Mallorca,19,1.0,1.105263157894737,0.47368421052631576,0.15789473684210525,2.5384615384615383,0.07692307692307693,4.461538461538462,50.69923076923077,12.615384615384615,2.090909090909091,79.44,339.46153846153845,46.27153846153846,0.23076923076923078,10.307692307692308,1.6,1.2,0.8,0.0,0.2,3.3333333333333335,0.0,1.6666666666666667,51.61666666666667,13.666666666666666,3.0,75.52333333333333,262.0,42.1,0.6666666666666666,8.666666666666666
20,RCD Mallorca,20,0.95,1.25,0.45,0.15,2.642857142857143,0.07142857142857142,4.285714285714286,50.475,12.642857142857142,2.8333333333333335,79.14714285714285,336.07142857142856,46.005,0.21428571428571427,10.0,1.2,1.8,0.6,0.0,0.4,4.0,0.0,1.3333333333333333,50.803333333333335,12.0,6.666666666666667,75.09666666666668,266.6666666666667,42.39333333333334,0.3333333333333333,7.666666666666667
21,RCD Mallorca,21,0.9047619047619048,1.2380952380952381,0.42857142857142855,0.14285714285714285,2.7333333333333334,0.06666666666666667,4.333333333333333,50.01200000000001,12.6,2.6923076923076925,79.74333333333334,346.1333333333333,46.61333333333334,0.2,9.933333333333334,0.8,2.4,0.4,0.0,0.6,4.0,0.0,2.25,48.985,12.0,5.25,78.345,321.75,45.5775,0.25,8.0
22,RCD Mallorca,22,0.8636363636363636,1.2727272727272727,0.4090909090909091,0.13636363636363635,2.6875,0.0625,4.3125,50.198125000000005,12.5625,2.5714285714285716,79.83625,344.8125,46.73,0.25,10.3125,0.8,2.2,0.4,0.0,0.6,3.6,0.0,2.6,49.786,12.0,4.4,78.922,322.4,46.158,0.4,9.6
23,RCD Mallorca,23,0.8695652173913043,1.2608695652173914,0.391304347826087,0.17391304347826086,2.7058823529411766,0.058823529411764705,4.294117647058823,50.186470588235295,12.647058823529411,2.4,80.02411764705883,347.4117647058824,46.815294117647056,0.23529411764705882,10.294117647058824,0.4,2.4,0.2,0.0,0.8,3.2,0.0,3.0,48.518,12.8,4.2,79.11600000000001,347.8,48.506,0.2,10.0
24,RCD Mallorca,24,0.9583333333333334,1.25,0.4166666666666667,0.16666666666666666,2.611111111111111,0.05555555555555555,4.444444444444445,50.035555555555554,12.333333333333334,2.4375,80.14833333333334,346.27777777777777,46.870555555555555,0.2222222222222222,10.277777777777779,0.4,2.6,0.0,0.2,0.8,2.8,0.0,4.4,48.31,11.6,3.2,81.99000000000001,364.0,48.428,0.2,10.2
25,RCD Mallorca,25,0.96,1.24,0.4,0.2,2.526315789473684,0.05263157894736842,4.368421052631579,50.10736842105263,12.052631578947368,2.5294117647058822,80.20473684210526,348.7894736842105,47.003684210526316,0.21052631578947367,10.473684210526315,0.8,1.8,0.2,0.2,0.6,2.2,0.0,4.6,49.078,10.4,1.8,83.166,384.4,49.8,0.2,11.8
26,RCD Mallorca,26,0.9615384615384616,1.2307692307692308,0.38461538461538464,0.23076923076923078,2.55,0.05,4.35,49.8295,12.05,2.5294117647058822,80.091,349.25,47.0255,0.2,10.6,1.0,1.2,0.2,0.4,0.4,2.0,0.0,4.4,49.282,10.4,2.0,81.134,358.6,48.262,0.2,12.6
27,RCD Mallorca,27,0.9629629629629629,1.2222222222222223,0.37037037037037035,0.25925925925925924,2.4285714285714284,0.047619047619047616,4.285714285714286,49.93,12.428571428571429,2.388888888888889,79.92904761904762,346.7142857142857,47.00809523809524,0.19047619047619047,10.80952380952381,1.2,1.2,0.2,0.6,0.2,1.6,0.0,4.2,49.071999999999996,12.0,1.75,80.226,352.8,47.898,0.0,12.4
28,RCD Mallorca,28,1.0,1.2142857142857142,0.39285714285714285,0.25,2.4545454545454546,0.045454545454545456,4.2272727272727275,50.04136363636364,12.454545454545455,2.3684210526315788,79.71909090909091,345.6818181818182,46.95636363636363,0.18181818181818182,10.727272727272727,1.4,1.0,0.2,0.8,0.0,1.6,0.0,4.0,49.548,11.8,2.25,78.682,339.8,47.436,0.0,12.2
29,RCD Mallorca,29,0.9655172413793104,1.206896551724138,0.3793103448275862,0.2413793103448276,2.347826086956522,0.043478260869565216,4.304347826086956,49.987826086956524,12.347826086956522,2.4,79.98695652173913,349.1304347826087,47.47347826086957,0.17391304347826086,11.130434782608695,1.6,1.0,0.4,0.6,0.0,1.4,0.0,3.8,49.815999999999995,12.4,2.25,79.40599999999999,359.4,49.644,0.0,14.2
30,RCD Mallorca,30,0.9666666666666667,1.2333333333333334,0.36666666666666664,0.23333333333333334,2.4166666666666665,0.041666666666666664,4.333333333333333,49.70583333333334,12.458333333333334,2.3333333333333335,80.0875,351.625,47.711666666666666,0.16666666666666666,11.0,1.0,1.0,0.2,0.6,0.2,2.0,0.0,4.2,48.17999999999999,14.0,1.5,79.64200000000001,362.4,50.402,0.0,13.0
31,RCD Mallorca,31,1.0,1.1935483870967742,0.3870967741935484,0.22580645161290322,2.44,0.04,4.32,49.8996,12.32,2.3636363636363638,80.1108,351.84,47.668800000000005,0.16,10.84,1.0,1.2,0.2,0.4,0.4,2.0,0.0,4.2,50.18,13.4,1.8,80.19000000000001,362.2,50.242,0.0,11.8
32,RCD Mallorca,32,0.96875,1.15625,0.375,0.25,2.3846153846153846,0.038461538461538464,4.230769230769231,49.90346153846154,12.307692307692308,2.347826086956522,79.92884615384615,348.3076923076923,47.42153846153846,0.15384615384615385,10.692307692307692,1.2,1.0,0.4,0.2,0.4,2.2,0.0,4.0,49.792,11.8,2.2,79.928,355.0,49.158,0.0,10.2
33,RCD Mallorca,33,0.9393939393939394,1.1515151515151516,0.36363636363636365,0.24242424242424243,2.4074074074074074,0.037037037037037035,4.222222222222222,50.038148148148146,12.481481481481481,2.2916666666666665,79.89,349.25925925925924,47.65592592592593,0.14814814814814814,10.703703703703704,1.0,0.8,0.4,0.2,0.4,2.2,0.0,4.2,50.023999999999994,12.6,2.0,80.64200000000001,365.0,50.734,0.0,10.6
34,RCD Mallorca,34,0.9117647058823529,1.1470588235294117,0.35294117647058826,0.23529411764705882,2.357142857142857,0.03571428571428571,4.142857142857143,50.2725,12.285714285714286,2.32,79.33571428571429,343.0,47.044285714285714,0.14285714285714285,10.464285714285714,0.6,0.8,0.2,0.2,0.6,2.4,0.0,3.4,51.58200000000001,12.0,2.0,76.34,314.8,45.07,0.0,7.4
35,RCD Mallorca,35,0.9428571428571428,1.1428571428571428,0.37142857142857144,0.22857142857142856,2.3448275862068964,0.034482758620689655,4.068965517241379,50.220000000000006,12.344827586206897,2.269230769230769,79.59862068965518,347.82758620689657,47.23827586206897,0.13793103448275862,10.413793103448276,0.6,0.8,0.2,0.2,0.6,2.0,0.0,2.8,52.688,11.8,2.0,77.252,329.6,44.965999999999994,0.0,7.6
36,RCD Mallorca,36,0.9444444444444444,1.1666666666666667,0.3611111111111111,0.2222222222222222,2.3333333333333335,0.03333333333333333,4.1,50.05133333333333,12.466666666666667,2.2222222222222223,79.76166666666667,350.6333333333333,47.56333333333334,0.13333333333333333,10.466666666666667,0.8,0.6,0.4,0.2,0.4,1.8,0.0,3.0,50.81,13.2,1.6,78.016,344.6,47.036,0.0,8.6
37,RCD Mallorca,37,0.9459459459459459,1.1891891891891893,0.35135135135135137,0.21621621621621623,2.3548387096774195,0.03225806451612903,3.967741935483871,49.81483870967742,12.548387096774194,2.1785714285714284,79.70903225806451,347.5806451612903,47.14645161290323,0.12903225806451613,10.258064516129032,0.6,1.0,0.2,0.2,0.6,2.2,0.0,2.6,49.354,13.8,1.4,78.566,343.8,45.716,0.0,8.0
38,RCD Mallorca,38,0.9210526315789473,1.1578947368421053,0.34210526315789475,0.23684210526315788,2.34375,0.03125,3.9375,49.8046875,12.59375,2.1379310344827585,79.825,354.8125,47.6890625,0.125,10.15625,0.8,1.4,0.2,0.0,0.8,2.0,0.0,2.4,48.544,13.2,1.4,79.474,384.8,47.868,0.0,7.2
1,Rayo Vallecano,1,2.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Rayo Vallecano,2,1.0,0.5,0.5,0.5,4.0,0.0,5.0,50.0,21.0,3.0,64.29,210.0,38.95,0.0,12.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,5.0,50.0,21.0,3.0,64.29,210.0,38.95,0.0,12.0
3,Rayo Vallecano,3,1.0,1.0,0.3333333333333333,0.3333333333333333,3.0,0.0,3.5,48.55,19.5,3.5,65.12,244.5,45.0,0.0,7.5,1.0,0.5,0.5,0.5,0.0,3.0,0.0,3.5,48.55,19.5,3.5,65.12,244.5,45.0,0.0,7.5
4,Rayo Vallecano,4,1.0,1.25,0.25,0.25,3.0,0.0,4.333333333333333,48.156666666666666,18.666666666666668,3.6666666666666665,68.41333333333334,245.66666666666666,43.06666666666666,0.0,7.666666666666667,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,0.0,4.333333333333333,48.156666666666666,18.666666666666668,3.6666666666666665,68.41333333333334,245.66666666666666,43.06666666666666,0.0,7.666666666666667
5,Rayo Vallecano,5,1.4,1.2,0.4,0.2,2.75,0.0,5.0,48.3725,18.0,3.25,71.3225,277.0,45.16,0.0,10.0,1.0,1.25,0.25,0.25,0.5,2.75,0.0,5.0,48.3725,18.0,3.25,71.3225,277.0,45.16,0.0,10.0
6,Rayo Vallecano,6,1.3333333333333333,1.1666666666666667,0.3333333333333333,0.3333333333333333,2.8,0.0,5.4,48.12,16.8,3.2,72.858,314.0,48.392,0.0,11.4,1.4,1.2,0.4,0.2,0.4,2.8,0.0,5.4,48.12,16.8,3.2,72.858,314.0,48.392,0.0,11.4
7,Rayo Vallecano,7,1.1428571428571428,1.0,0.2857142857142857,0.42857142857142855,2.3333333333333335,0.0,5.0,46.61333333333334,15.5,3.2,74.25666666666667,344.3333333333333,49.20333333333334,0.0,12.166666666666666,1.2,1.2,0.2,0.4,0.4,2.0,0.0,5.0,45.936,14.4,3.25,76.25,371.2,51.254,0.0,12.2
8,Rayo Vallecano,8,1.125,1.0,0.25,0.5,2.5714285714285716,0.0,4.714285714285714,47.262857142857136,15.571428571428571,2.6666666666666665,74.52714285714286,329.2857142857143,46.965714285714284,0.0,10.714285714285714,1.2,1.2,0.2,0.4,0.4,2.4,0.0,5.2,46.748000000000005,14.0,2.25,78.28999999999999,363.2,47.751999999999995,0.0,12.0
9,Rayo Vallecano,9,1.2222222222222223,1.0,0.3333333333333333,0.4444444444444444,2.5,0.0,4.75,47.27625,15.125,2.5714285714285716,75.61375,344.0,47.7325,0.0,11.25,1.2,1.0,0.2,0.6,0.2,2.2,0.0,5.0,46.748000000000005,13.0,1.75,79.934,403.0,50.532000000000004,0.0,13.4
10,Rayo Vallecano,10,1.1,1.0,0.3,0.4,2.4444444444444446,0.0,5.666666666666667,47.224444444444444,15.444444444444445,2.5,76.62555555555555,355.22222222222223,48.75555555555556,0.0,11.88888888888889,1.4,0.8,0.4,0.6,0.0,2.2,0.0,6.2,46.306,13.4,1.75,80.868,417.8,51.632000000000005,0.0,13.4
11,Rayo Vallecano,11,1.0909090909090908,0.9090909090909091,0.36363636363636365,0.36363636363636365,2.3,0.0,5.3,46.719,15.2,2.2222222222222223,76.655,353.5,48.796,0.0,11.7,0.8,0.8,0.2,0.6,0.2,1.8,0.0,5.2,45.318,13.6,1.0,80.452,393.0,49.2,0.0,12.0
12,Rayo Vallecano,12,1.0833333333333333,0.9166666666666666,0.3333333333333333,0.4166666666666667,2.272727272727273,0.0,5.363636363636363,47.81909090909091,14.545454545454545,2.1,77.16363636363636,352.09090909090907,49.01181818181818,0.09090909090909091,12.090909090909092,0.8,0.6,0.4,0.4,0.2,2.2,0.0,5.8,49.266,13.4,1.0,80.652,361.4,48.782,0.2,12.0
13,Rayo Vallecano,13,1.0769230769230769,1.0769230769230769,0.3076923076923077,0.38461538461538464,2.272727272727273,0.0,5.363636363636363,47.81909090909091,14.545454545454545,2.1,77.16363636363636,352.09090909090907,49.01181818181818,0.09090909090909091,12.090909090909092,1.0,0.8,0.4,0.4,0.2,1.75,0.0,6.5,48.7925,12.75,1.25,81.7775,392.0,52.5925,0.25,14.5
14,Rayo Vallecano,14,1.0,1.0714285714285714,0.2857142857142857,0.35714285714285715,2.272727272727273,0.0,5.363636363636363,47.81909090909091,14.545454545454545,2.1,77.16363636363636,352.09090909090907,49.01181818181818,0.09090909090909091,12.090909090909092,1.0,1.2,0.4,0.2,0.4,1.6666666666666667,0.0,7.0,49.26666666666667,13.0,1.0,81.29666666666667,373.6666666666667,52.423333333333325,0.3333333333333333,14.333333333333334
15,Rayo Vallecano,15,1.0,1.1333333333333333,0.26666666666666666,0.3333333333333333,2.5,0.0,5.166666666666667,47.740833333333335,14.5,2.1818181818181817,77.44666666666667,352.3333333333333,48.865,0.16666666666666666,11.833333333333334,0.6,1.2,0.2,0.2,0.6,2.6666666666666665,0.0,3.6666666666666665,49.29,11.666666666666666,1.3333333333333333,79.91000000000001,343.6666666666667,49.19333333333333,0.6666666666666666,11.666666666666666
16,Rayo Vallecano,16,1.0,1.0625,0.3125,0.3125,2.6153846153846154,0.0,4.846153846153846,47.19384615384615,14.461538461538462,2.5,77.3923076923077,354.0,48.816923076923075,0.15384615384615385,11.461538461538462,0.8,1.4,0.2,0.2,0.6,3.6666666666666665,0.0,3.3333333333333335,48.77666666666667,12.0,3.3333333333333335,79.85000000000001,355.6666666666667,48.88666666666666,0.6666666666666666,10.666666666666666
17,Rayo Vallecano,17,1.1176470588235294,1.1764705882352942,0.29411764705882354,0.35294117647058826,2.5714285714285716,0.0,4.785714285714286,47.355714285714285,14.285714285714286,2.5384615384615383,76.88714285714286,348.92857142857144,48.387857142857136,0.14285714285714285,11.071428571428571,0.8,1.4,0.2,0.2,0.6,3.6666666666666665,0.0,2.6666666666666665,45.65666666666667,13.333333333333334,4.0,75.87333333333333,337.3333333333333,46.1,0.3333333333333333,7.333333333333333
18,Rayo Vallecano,18,1.1111111111111112,1.1666666666666667,0.2777777777777778,0.3888888888888889,2.6666666666666665,0.0,4.733333333333333,47.42466666666667,14.533333333333333,2.357142857142857,76.86466666666666,345.0,47.663333333333334,0.13333333333333333,11.266666666666667,1.2,1.8,0.2,0.2,0.6,3.75,0.0,3.0,46.34,14.5,3.0,76.04249999999999,325.5,43.955,0.25,9.0
19,Rayo Vallecano,19,1.1578947368421053,1.1578947368421053,0.3157894736842105,0.3684210526315789,2.75,0.0,4.75,47.61625,14.5,2.533333333333333,76.8875,343.75,47.54625,0.125,11.1875,1.2,1.4,0.2,0.4,0.4,3.8,0.0,3.4,47.17,14.4,3.4,76.28,325.4,44.322,0.2,9.2
20,Rayo Vallecano,20,1.15,1.15,0.3,0.4,2.7058823529411766,0.0,4.647058823529412,47.09647058823529,14.705882352941176,2.4375,77.26411764705882,348.1764705882353,47.720588235294116,0.11764705882352941,11.0,1.6,1.4,0.4,0.4,0.2,3.2,0.0,3.4,45.550000000000004,15.2,3.0,76.826,338.2,44.974000000000004,0.0,9.0
21,Rayo Vallecano,21,1.1904761904761905,1.1428571428571428,0.3333333333333333,0.38095238095238093,2.6666666666666665,0.0,4.555555555555555,47.010000000000005,14.61111111111111,2.411764705882353,77.32222222222222,349.8333333333333,47.746111111111105,0.1111111111111111,10.833333333333334,1.6,1.2,0.4,0.6,0.0,2.8,0.0,3.8,46.532,15.0,2.2,77.14,339.0,44.962,0.0,9.2
22,Rayo Vallecano,22,1.1818181818181819,1.0909090909090908,0.36363636363636365,0.36363636363636365,2.6842105263157894,0.0,4.526315789473684,46.70947368421053,14.842105263157896,2.2777777777777777,77.74157894736841,357.89473684210526,48.08,0.10526315789473684,11.157894736842104,1.8,1.4,0.4,0.6,0.0,3.0,0.0,3.8,44.9,16.4,1.6,80.134,383.0,47.218,0.0,11.4
23,Rayo Vallecano,23,1.173913043478261,1.0434782608695652,0.391304347826087,0.34782608695652173,2.6842105263157894,0.0,4.526315789473684,46.70947368421053,14.842105263157896,2.2777777777777777,77.74157894736841,357.89473684210526,48.08,0.10526315789473684,11.157894736842104,1.4,0.8,0.6,0.4,0.0,2.75,0.0,3.75,44.0275,16.0,2.0,81.03,406.25,49.6425,0.0,10.75
24,Rayo Vallecano,24,1.125,1.0416666666666667,0.375,0.3333333333333333,2.6842105263157894,0.0,4.526315789473684,46.70947368421053,14.842105263157896,2.2777777777777777,77.74157894736841,357.89473684210526,48.08,0.10526315789473684,11.157894736842104,1.4,0.6,0.8,0.2,0.0,2.3333333333333335,0.0,3.3333333333333335,41.873333333333335,16.666666666666668,1.0,82.29666666666668,433.3333333333333,50.92666666666667,0.0,11.0
25,Rayo Vallecano,25,1.08,1.04,0.36,0.32,2.7,0.0,4.55,46.813,14.55,2.4210526315789473,77.8575,356.3,47.819,0.1,11.05,1.0,0.6,0.6,0.2,0.2,2.6666666666666665,0.0,4.0,45.20666666666667,13.666666666666666,2.3333333333333335,81.22000000000001,402.3333333333333,48.376666666666665,0.0,11.333333333333334
26,Rayo Vallecano,26,1.0769230769230769,1.0384615384615385,0.34615384615384615,0.34615384615384615,2.619047619047619,0.0,4.476190476190476,46.72666666666667,14.571428571428571,2.4210526315789473,78.0652380952381,357.8095238095238,47.96761904761905,0.14285714285714285,11.0,0.8,0.6,0.6,0.0,0.4,2.3333333333333335,0.0,4.0,45.026666666666664,14.333333333333334,2.5,82.52333333333333,405.6666666666667,49.29666666666666,0.3333333333333333,12.0
27,Rayo Vallecano,27,1.0740740740740742,1.0740740740740742,0.3333333333333333,0.3333333333333333,2.5454545454545454,0.0,4.545454545454546,46.68363636363636,14.545454545454545,2.4210526315789473,78.30318181818183,364.40909090909093,48.45590909090909,0.13636363636363635,11.409090909090908,0.6,0.6,0.4,0.2,0.4,1.6666666666666667,0.0,4.666666666666667,46.52,12.666666666666666,5.0,81.86,405.6666666666667,50.836666666666666,0.3333333333333333,13.0
28,Rayo Vallecano,28,1.1071428571428572,1.1071428571428572,0.32142857142857145,0.35714285714285715,2.4782608695652173,0.0,4.608695652173913,46.40217391304348,14.652173913043478,2.35,78.82826086956521,371.17391304347825,48.64217391304348,0.13043478260869565,11.782608695652174,0.6,1.0,0.2,0.2,0.6,1.5,0.0,5.0,44.9425,13.75,3.0,83.99,434.25,51.3125,0.25,14.75
29,Rayo Vallecano,29,1.1379310344827587,1.0689655172413792,0.3448275862068966,0.3448275862068966,2.5,0.0,4.583333333333333,46.352916666666665,14.708333333333334,2.3333333333333335,78.86541666666666,373.5833333333333,48.835,0.125,11.708333333333334,0.8,1.4,0.0,0.4,0.6,1.8,0.0,4.8,44.998000000000005,14.2,2.6666666666666665,83.136,433.2,51.70399999999999,0.2,13.8
30,Rayo Vallecano,30,1.1,1.1666666666666667,0.3333333333333333,0.3333333333333333,2.6,0.0,4.6,46.5452,14.6,2.3636363636363638,78.52199999999999,371.56,48.7512,0.12,11.68,1.2,1.2,0.2,0.4,0.4,2.2,0.0,4.8,45.474000000000004,14.8,2.0,81.17999999999999,432.6,52.480000000000004,0.2,14.2
31,Rayo Vallecano,31,1.096774193548387,1.2258064516129032,0.3225806451612903,0.3225806451612903,2.6,0.0,4.6,46.5452,14.6,2.3636363636363638,78.52199999999999,371.56,48.7512,0.12,11.68,1.2,1.8,0.2,0.4,0.4,2.5,0.0,5.25,45.5925,14.75,2.0,80.92,443.75,52.86500000000001,0.0,15.25
32,Rayo Vallecano,32,1.09375,1.21875,0.3125,0.34375,2.6153846153846154,0.0,4.461538461538462,46.67807692307693,14.307692307692308,2.347826086956522,78.47692307692309,370.34615384615387,48.71384615384615,0.11538461538461539,11.653846153846153,1.2,2.2,0.2,0.2,0.6,3.0,0.0,4.0,46.6475,13.0,2.0,79.4325,403.0,50.1325,0.0,13.0
33,Rayo Vallecano,33,1.0606060606060606,1.2727272727272727,0.30303030303030304,0.3333333333333333,2.6296296296296298,0.0,4.481481481481482,46.68555555555555,14.444444444444445,2.3333333333333335,78.65962962962963,372.25925925925924,48.89296296296296,0.1111111111111111,11.62962962962963,1.2,2.0,0.2,0.4,0.4,3.5,0.0,3.75,48.315,13.25,2.25,77.69,378.5,50.335,0.0,10.75
34,Rayo Vallecano,34,1.0588235294117647,1.2352941176470589,0.3235294117647059,0.3235294117647059,2.607142857142857,0.0,4.428571428571429,46.69892857142857,14.464285714285714,2.36,79.11928571428572,378.7857142857143,49.15571428571428,0.10714285714285714,11.642857142857142,0.8,2.2,0.2,0.2,0.6,3.25,0.0,3.5,48.775,13.0,2.5,80.6425,410.0,51.08,0.0,11.25
35,Rayo Vallecano,35,1.0571428571428572,1.2,0.34285714285714286,0.3142857142857143,2.607142857142857,0.0,4.428571428571429,46.69892857142857,14.464285714285714,2.36,79.11928571428572,378.7857142857143,49.15571428571428,0.10714285714285714,11.642857142857142,0.6,2.2,0.2,0.2,0.6,2.6666666666666665,0.0,3.0,47.98,13.333333333333334,2.3333333333333335,84.09666666666666,439.0,52.52666666666667,0.0,11.333333333333334
36,Rayo Vallecano,36,1.0833333333333333,1.2222222222222223,0.3333333333333333,0.3333333333333333,2.607142857142857,0.0,4.428571428571429,46.69892857142857,14.464285714285714,2.36,79.11928571428572,378.7857142857143,49.15571428571428,0.10714285714285714,11.642857142857142,0.8,1.4,0.4,0.2,0.4,2.6666666666666665,0.0,3.0,47.98,13.333333333333334,2.3333333333333335,84.09666666666666,439.0,52.52666666666667,0.0,11.333333333333334
37,Rayo Vallecano,37,1.1081081081081081,1.2162162162162162,0.35135135135135137,0.32432432432432434,2.5517241379310347,0.0,4.620689655172414,47.0,14.241379310344827,2.3846153846153846,79.23068965517241,379.2068965517241,49.26275862068965,0.10344827586206896,11.931034482758621,1.0,1.2,0.4,0.4,0.2,2.0,0.0,6.0,49.79,13.666666666666666,2.6666666666666665,85.76333333333332,456.0,54.02,0.0,14.333333333333334
38,Rayo Vallecano,38,1.0789473684210527,1.1842105263157894,0.34210526315789475,0.34210526315789475,2.566666666666667,0.0,4.533333333333333,46.492,14.333333333333334,2.4074074074074074,79.29166666666667,375.3666666666667,48.98966666666667,0.1,11.766666666666667,1.2,1.2,0.6,0.2,0.2,2.0,0.0,5.0,44.75,13.333333333333334,3.0,84.98,403.3333333333333,49.85999999999999,0.0,13.0
1,Real Betis,1,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Real Betis,2,0.5,0.5,0.0,1.0,2.0,0.0,4.0,49.38,11.0,1.0,83.62,348.0,41.88,0.0,19.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,49.38,11.0,1.0,83.62,348.0,41.88,0.0,19.0
3,Real Betis,3,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,3.0,0.0,6.0,50.435,13.5,1.0,82.88,426.0,51.06,0.0,17.0,0.5,0.5,0.0,1.0,0.0,3.0,0.0,6.0,50.435,13.5,1.0,82.88,426.0,51.06,0.0,17.0
4,Real Betis,4,0.75,1.0,0.25,0.5,3.0,0.0,6.0,50.435,13.5,1.0,82.88,426.0,51.06,0.0,17.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,3.0,0.0,6.0,50.435,13.5,1.0,82.88,426.0,51.06,0.0,17.0
5,Real Betis,5,1.0,0.8,0.4,0.4,2.0,0.0,5.0,47.76333333333334,14.666666666666666,1.3333333333333333,83.33666666666666,417.3333333333333,48.03666666666667,0.0,15.0,0.75,1.0,0.25,0.5,0.25,2.0,0.0,5.0,47.76333333333334,14.666666666666666,1.3333333333333333,83.33666666666666,417.3333333333333,48.03666666666667,0.0,15.0
6,Real Betis,6,1.0,1.0,0.3333333333333333,0.3333333333333333,2.0,0.0,5.0,47.76333333333334,14.666666666666666,1.3333333333333333,83.33666666666666,417.3333333333333,48.03666666666667,0.0,15.0,1.0,0.8,0.4,0.4,0.2,2.0,0.0,5.0,47.76333333333334,14.666666666666666,1.3333333333333333,83.33666666666666,417.3333333333333,48.03666666666667,0.0,15.0
7,Real Betis,7,1.0,1.0,0.2857142857142857,0.42857142857142855,2.25,0.0,5.25,49.77,14.0,1.25,84.805,452.0,50.572500000000005,0.0,15.25,1.0,1.0,0.4,0.2,0.4,2.3333333333333335,0.0,5.666666666666667,49.900000000000006,15.0,1.3333333333333333,85.2,486.6666666666667,53.470000000000006,0.0,14.0
8,Real Betis,8,1.0,0.875,0.375,0.375,2.2,0.0,5.0,50.342,13.2,1.8,84.478,444.8,49.766000000000005,0.0,14.8,1.2,1.2,0.4,0.2,0.4,1.6666666666666667,0.0,4.333333333333333,50.28,13.0,2.3333333333333335,85.54333333333334,457.3333333333333,48.903333333333336,0.0,13.333333333333334
9,Real Betis,9,0.8888888888888888,0.8888888888888888,0.3333333333333333,0.3333333333333333,2.1666666666666665,0.0,5.5,50.553333333333335,13.333333333333334,1.5,84.54166666666667,443.3333333333333,50.17333333333334,0.0,15.666666666666666,1.0,1.0,0.4,0.2,0.4,1.75,0.0,5.25,50.6125,13.25,1.75,85.3725,452.0,49.730000000000004,0.0,15.0
10,Real Betis,10,1.0,0.9,0.4,0.3,2.2857142857142856,0.0,4.857142857142857,49.38,13.571428571428571,1.4285714285714286,83.67999999999999,429.85714285714283,50.08,0.0,15.0,1.0,0.8,0.4,0.2,0.4,2.5,0.0,4.75,50.5925,12.75,1.5,83.9375,439.25,51.6125,0.0,15.0
11,Real Betis,11,1.0,0.8181818181818182,0.45454545454545453,0.2727272727272727,2.125,0.0,4.5,49.68875,12.875,1.75,82.8425,412.5,49.73625,0.125,14.5,1.0,1.0,0.4,0.2,0.4,2.2,0.0,4.2,50.844,11.8,2.0,82.546,409.6,50.756,0.2,14.2
12,Real Betis,12,1.0,0.8333333333333334,0.4166666666666667,0.3333333333333333,2.3333333333333335,0.0,4.333333333333333,50.711111111111116,12.333333333333334,1.8888888888888888,82.30333333333334,407.55555555555554,49.40111111111111,0.1111111111111111,15.555555555555555,1.0,0.6,0.6,0.2,0.2,2.4,0.0,3.6,51.464,11.0,2.4,80.30199999999999,372.0,48.464000000000006,0.2,15.8
13,Real Betis,13,1.0769230769230769,0.9230769230769231,0.38461538461538464,0.38461538461538464,2.1,0.0,4.1,49.867000000000004,11.9,1.7,82.424,414.1,49.512,0.1,14.7,1.0,0.6,0.6,0.2,0.2,2.0,0.0,3.2,49.392,10.6,1.6,80.37,383.4,49.257999999999996,0.2,14.6
